the_month,POA_CODE21,solar_kwh_export,nmi_count
2023-06-01,3825,268709.008,2426
2023-06-01,3831,34812.598,323
2023-06-01,3832,7109.884,48
2023-06-01,3833,4279.703,43
2023-06-01,3835,14215.931,59
2023-06-01,3840,220457.312,1718
2023-06-01,3842,67268.808,531
2023-06-01,3844,989899.589,3206
2023-06-01,3847,40928.829,306
2023-06-01,3850,228755.272,1551
2023-06-01,3851,191161.232,1204
2023-06-01,3852,491.416,3
2023-06-01,3854,27497.198,198
2023-06-01,3856,21618.218,165
2023-06-01,3857,5511.234,59
2023-06-01,3858,78325.031,492
2023-06-01,3859,23307.214,118
2023-06-01,3860,140318.431,964
2023-06-01,3862,80603.056,525
2023-06-01,3864,4284.514,31
2023-06-01,3865,14628.825,92
2023-06-01,3869,37344.61,284
2023-06-01,3870,19386.775,208
2023-06-01,3871,42528.93,422
2023-06-01,3873,7692.335,56
2023-06-01,3874,15799.755,124
2023-06-01,3875,431542.913,2672
2023-06-01,3878,44974.832,283
2023-06-01,3880,118815.388,775
2023-06-01,3882,34109.011,220
2023-06-01,3885,35157.865,298
2023-06-01,3886,10932.493,61
2023-06-01,3887,8461.201000000001,47
2023-06-01,3888,87149.949,558
2023-06-01,3889,4865.62,35
2023-06-01,3890,5406.083,36
2023-06-01,3891,920.72,16
2023-06-01,3892,31571.869,258
2023-06-01,3893,942.203,4
2023-06-01,3895,3666.353,25
2023-06-01,3896,7463.719,54
2023-06-01,3898,8604.027,72
2023-06-01,3900,3220.744,23
2023-06-01,3902,10649.85,71
2023-06-01,3903,21386.693,143
2023-06-01,3904,53143.859,363
2023-06-01,3909,200992.013,1357
2023-06-01,3912,248.458,5
2023-06-01,3922,285449.154,1878
2023-06-01,3923,22142.393,179
2023-06-01,3925,129268.743,798
2023-06-01,3945,23215.046,190
2023-06-01,3946,7267.621,58
2023-06-01,3950,70237.116,685
2023-06-01,3951,20079.258,161
2023-06-01,3953,133469.298,1037
2023-06-01,3954,6929.4529999999995,62
2023-06-01,3956,92457.293,736
2023-06-01,3957,6304.038,54
2023-06-01,3958,3947.717,36
2023-06-01,3959,42928.404,333
2023-06-01,3960,50188.075,516
2023-06-01,3962,16344.639,180
2023-06-01,3964,2887.08,29
2023-06-01,3965,7844.55,53
2023-06-01,3966,12608.03,83
2023-06-01,3967,3936.224,23
2023-06-01,3971,82800.247,630
2023-06-01,3975,348431.685,2517
2023-06-01,3976,323241.893,2596
2023-06-01,3977,1654773.786,11451
2023-06-01,3978,1284433.617,6176
2023-06-01,3979,8216.535,51
2023-06-01,3980,54279.442,492
2023-06-01,3981,117012.316,698
2023-06-01,3984,180633.109,1208
2023-06-01,3987,22044.913,228
2023-06-01,3988,18582.027000000002,180
2023-06-01,3990,3056.079,19
2023-06-01,3991,10014.422,82
2023-06-01,3992,38347.046,235
2023-06-01,3995,268269.416,1902
2023-06-01,3996,171059.859,1248
