the_month,POA_CODE21,class,kwh,nmi_count
2022-10-01,3662,Residential,103060.175,274
2022-10-01,3663,Commercial,45779.0354,44
2022-10-01,3663,Residential,53107.559,93
2022-10-01,3664,Commercial,168071.2297,127
2022-10-01,3664,Industrial,0.0,1
2022-10-01,3664,Residential,298207.0479,604
2022-10-01,3665,Commercial,37532.6989,58
2022-10-01,3665,Residential,97856.1295,192
2022-10-01,3666,Commercial,501266.8717,578
2022-10-01,3666,Industrial,374703.9999,12
2022-10-01,3666,Residential,968182.6434,2544
2022-10-01,3669,Commercial,87412.9461,197
2022-10-01,3669,Industrial,20810.092,1
2022-10-01,3669,Residential,308192.6155,683
2022-10-01,3670,Commercial,17090.8225,54
2022-10-01,3670,Residential,157873.1367,283
2022-10-01,3672,Commercial,819373.9396,762
2022-10-01,3672,Industrial,4278698.752,29
2022-10-01,3672,Residential,1854495.835,5478
2022-10-01,3673,Commercial,275885.8887,242
2022-10-01,3673,Industrial,19383.136,1
2022-10-01,3673,Residential,446395.6229,806
2022-10-01,3675,Commercial,206161.4526,217
2022-10-01,3675,Residential,417379.3001,824
2022-10-01,3677,Commercial,1924412.7837,1331
2022-10-01,3677,Industrial,2474125.502,52
2022-10-01,3677,Residential,2722553.8547,9172
2022-10-01,3678,Commercial,600803.1897,736
2022-10-01,3678,Industrial,5137048.04,17
2022-10-01,3678,Residential,1580818.1727,2861
2022-10-01,3682,Commercial,80120.7476,80
2022-10-01,3682,Residential,143569.172,255
2022-10-01,3683,Commercial,110425.7598,134
2022-10-01,3683,Residential,329628.4675,812
2022-10-01,3685,Commercial,338703.00310000003,275
2022-10-01,3685,Industrial,50265.36,2
2022-10-01,3685,Residential,599336.9463,1427
2022-10-01,3687,Commercial,79123.9198,65
2022-10-01,3687,Industrial,1359411.0525,3
2022-10-01,3687,Residential,197466.9034,523
2022-10-01,3688,Commercial,45601.2192,80
2022-10-01,3688,Industrial,212269.46399999998,2
2022-10-01,3688,Residential,289483.7627,534
2022-10-01,3690,Commercial,2456180.5931,1621
2022-10-01,3690,Industrial,9897435.4011,92
2022-10-01,3690,Residential,4835292.9107,15820
2022-10-01,3691,Commercial,686796.1528,630
2022-10-01,3691,Industrial,4476387.7511,24
2022-10-01,3691,Residential,2060325.4653,4878
2022-10-01,3695,Commercial,18053.962,57
2022-10-01,3695,Residential,103309.38,191
2022-10-01,3697,Commercial,29954.8723,57
2022-10-01,3697,Industrial,385.384,1
2022-10-01,3697,Residential,144066.1433,314
2022-10-01,3698,Commercial,82613.6785,57
2022-10-01,3698,Residential,259527.9738,610
2022-10-01,3699,Commercial,570682.5849,330
2022-10-01,3699,Industrial,175497.614,6
2022-10-01,3699,Residential,380236.3333,1088
2022-10-01,3700,Commercial,182161.32690000001,154
2022-10-01,3700,Industrial,148882.514,4
2022-10-01,3700,Residential,316271.6395,650
2022-10-01,3701,Commercial,273108.6891,282
2022-10-01,3701,Industrial,15738.02,1
2022-10-01,3701,Residential,287604.1849,690
2022-10-01,3704,Commercial,4523.915,4
2022-10-01,3704,Residential,7779.089,13
2022-10-01,3705,Commercial,49096.1984,41
2022-10-01,3705,Residential,60967.4702,123
2022-10-01,3707,Commercial,327092.3576,266
2022-10-01,3707,Industrial,74578.31,3
2022-10-01,3707,Residential,458558.461,949
2022-10-01,3708,Commercial,11328.187,21
2022-10-01,3708,Residential,14361.08,36
2022-10-01,3709,Commercial,86094.792,62
2022-10-01,3709,Residential,68840.7234,155
2022-10-01,3711,Commercial,39026.8175,41
2022-10-01,3711,Residential,167185.4627,375
2022-10-01,3712,Commercial,119191.8567,48
2022-10-01,3712,Industrial,203871.226,5
2022-10-01,3712,Residential,94542.3233,211
2022-10-01,3713,Commercial,253604.0105,116
2022-10-01,3713,Industrial,63264.166,4
2022-10-01,3713,Residential,305711.1262,872
2022-10-01,3714,Commercial,389405.301,415
2022-10-01,3714,Industrial,139683.59,6
2022-10-01,3714,Residential,988297.4929,1997
2022-10-01,3715,Commercial,17481.2424,48
2022-10-01,3715,Residential,105725.7942,239
2022-10-01,3717,Commercial,312744.9813,380
2022-10-01,3717,Industrial,161588.5569,5
2022-10-01,3717,Residential,951557.5392,1890
2022-10-01,3718,Commercial,15688.948699999999,29
2022-10-01,3718,Residential,30001.606,55
2022-10-01,3719,Commercial,56884.9157,75
2022-10-01,3719,Residential,117295.508,249
2022-10-01,3720,Commercial,90519.4116,60
2022-10-01,3720,Industrial,11391.6037,1
2022-10-01,3720,Residential,220228.6533,714
2022-10-01,3722,Commercial,714783.2355,543
2022-10-01,3722,Industrial,255861.838,7
2022-10-01,3722,Residential,1584675.289,3017
2022-10-01,3723,Commercial,884613.0436,549
2022-10-01,3723,Industrial,577510.561,18
2022-10-01,3723,Residential,1130695.3484,3107
2022-10-01,3725,Commercial,24787.6427,69
2022-10-01,3725,Residential,128886.5276,247
2022-10-01,3726,Commercial,16380.9977,65
2022-10-01,3726,Residential,94497.07459999999,195
2022-10-01,3727,Commercial,10219.869200000001,43
2022-10-01,3727,Residential,70398.7497,134
2022-10-01,3728,Commercial,5283.066,8
2022-10-01,3728,Residential,5803.179,13
2022-10-01,3730,Commercial,209.04000000000002,5
2022-10-01,3730,Residential,7568.802,11
2022-10-01,3732,Commercial,66338.5515,116
2022-10-01,3732,Residential,153454.668,276
2022-10-01,3733,Commercial,80566.4393,66
2022-10-01,3733,Residential,71806.4544,126
2022-10-01,3735,Commercial,49587.2924,107
2022-10-01,3735,Industrial,84745.37,2
2022-10-01,3735,Residential,196289.0223,330
2022-10-01,3737,Commercial,541497.4994,548
2022-10-01,3737,Industrial,1768136.212,7
2022-10-01,3737,Residential,1212425.8197,2276
2022-10-01,3738,Commercial,43985.2659,40
2022-10-01,3738,Industrial,3150.6915,1
2022-10-01,3738,Residential,53001.283,98
2022-10-01,3739,Commercial,36067.5418,45
2022-10-01,3739,Industrial,94233.44,1
2022-10-01,3739,Residential,66356.929,104
2022-10-01,3740,Commercial,114091.5563,84
2022-10-01,3740,Residential,316016.369,596
2022-10-01,3741,Commercial,935724.9842,556
2022-10-01,3741,Industrial,290655.2046,8
2022-10-01,3741,Residential,1077460.9164,2618
2022-10-01,3744,Commercial,14751.8956,27
2022-10-01,3744,Industrial,52592.41,1
2022-10-01,3744,Residential,138150.8087,277
2022-10-01,3746,Commercial,11199.8827,23
2022-10-01,3746,Residential,77737.783,173
2022-10-01,3747,Commercial,518768.63300000003,396
2022-10-01,3747,Industrial,286128.248,8
2022-10-01,3747,Residential,1230732.0546,2367
2022-10-01,3749,Commercial,144711.48930000002,143
2022-10-01,3749,Industrial,33704.15,1
2022-10-01,3749,Residential,419049.5963,886
2022-10-01,3750,Commercial,238065.4647,120
2022-10-01,3750,Industrial,881343.9053,16
2022-10-01,3750,Residential,2408555.7113,9062
2022-10-01,3751,Commercial,13474.023000000001,11
2022-10-01,3751,Industrial,12779.008,1
2022-10-01,3751,Residential,44536.284,74
2022-10-01,3752,Commercial,1084843.0576,343
2022-10-01,3752,Industrial,1363643.7068,23
2022-10-01,3752,Residential,2831652.9642,8589
2022-10-01,3753,Commercial,132266.7802,57
2022-10-01,3753,Industrial,43842.992,2
2022-10-01,3753,Residential,716026.8314,2088
2022-10-01,3754,Commercial,860085.2743,454
2022-10-01,3754,Industrial,2296436.97,31
2022-10-01,3754,Residential,5879762.3263,17899
2022-10-01,3755,Commercial,21116.7866,24
2022-10-01,3755,Industrial,55886.648,3
2022-10-01,3755,Residential,69693.4678,109
2022-10-01,3756,Commercial,467515.9048,305
2022-10-01,3756,Industrial,896386.9767,24
2022-10-01,3756,Residential,2218016.6887,6191
2022-10-01,3757,Commercial,545480.4297,396
2022-10-01,3757,Industrial,499464.5284,10
2022-10-01,3757,Residential,2009132.6714,3700
2022-10-01,3758,Commercial,92973.1024,87
2022-10-01,3758,Industrial,56871.840299999996,3
2022-10-01,3758,Residential,521217.657,796
2022-10-01,3759,Commercial,22106.6798,32
2022-10-01,3759,Industrial,17143.9825,1
2022-10-01,3759,Residential,311613.0789,388
2022-10-01,3760,Commercial,16135.35,4
2022-10-01,3760,Residential,101174.972,136
2022-10-01,3761,Commercial,42650.9136,28
2022-10-01,3761,Residential,338234.0956,461
2022-10-01,3762,Commercial,1354.221,6
2022-10-01,3762,Residential,43069.203,56
2022-10-01,3763,Commercial,67893.026,65
2022-10-01,3763,Industrial,16074.056,1
2022-10-01,3763,Residential,478337.2303,731
2022-10-01,3764,Commercial,599013.1779,432
2022-10-01,3764,Industrial,970188.096,23
2022-10-01,3764,Residential,1659319.1913,4075
2022-10-01,3765,Commercial,225406.9376,166
2022-10-01,3765,Industrial,474328.91699999996,6
2022-10-01,3765,Residential,1057135.2485,2447
2022-10-01,3766,Commercial,17486.5738,28
2022-10-01,3766,Industrial,136374.6499,2
2022-10-01,3766,Residential,248336.7799,561
2022-10-01,3767,Commercial,90447.3802,38
2022-10-01,3767,Industrial,316701.666,3
2022-10-01,3767,Residential,274099.83,555
2022-10-01,3770,Commercial,499454.9782,290
2022-10-01,3770,Industrial,579995.8366,17
2022-10-01,3770,Residential,696612.504,1242
2022-10-01,3775,Commercial,395840.2427,300
2022-10-01,3775,Industrial,2279260.3563,10
2022-10-01,3775,Residential,850842.7922,1666
2022-10-01,3777,Commercial,849105.6082,567
2022-10-01,3777,Industrial,868477.4245,19
2022-10-01,3777,Residential,1987760.6751,4740
2022-10-01,3778,Commercial,36251.4857,32
2022-10-01,3778,Residential,69315.127,133
2022-10-01,3779,Commercial,197832.33299999998,76
2022-10-01,3779,Industrial,82978.11,1
2022-10-01,3779,Residential,147001.4805,399
2022-10-01,3781,Commercial,110100.0341,118
2022-10-01,3781,Industrial,60147.6344,1
2022-10-01,3781,Residential,828689.7514,1701
2022-10-01,3782,Commercial,443774.9078,256
2022-10-01,3782,Industrial,276102.7772,7
2022-10-01,3782,Residential,1497104.3782,2986
2022-10-01,3783,Commercial,133917.2896,151
2022-10-01,3783,Industrial,28158.04,1
2022-10-01,3783,Residential,543936.8185,953
2022-10-01,3785,Commercial,11295.0563,9
2022-10-01,3785,Residential,10028.857,31
2022-10-01,3786,Commercial,194971.52109999998,32
2022-10-01,3786,Residential,299525.6458,613
2022-10-01,3787,Commercial,62953.820999999996,72
2022-10-01,3787,Residential,221972.7255,416
2022-10-01,3788,Commercial,166933.4835,138
2022-10-01,3788,Industrial,2186.04,1
2022-10-01,3788,Residential,426537.6942,823
2022-10-01,3789,Commercial,40910.9112,17
2022-10-01,3789,Residential,67934.923,127
2022-10-01,3791,Commercial,59249.859599999996,67
2022-10-01,3791,Industrial,62569.92,1
2022-10-01,3791,Residential,272838.7796,609
2022-10-01,3792,Commercial,20087.7933,48
2022-10-01,3792,Industrial,13631.4907,2
2022-10-01,3792,Residential,184455.7377,391
2022-10-01,3793,Commercial,337969.2861,304
2022-10-01,3793,Industrial,359721.203,13
2022-10-01,3793,Residential,612262.8758,1425
2022-10-01,3795,Commercial,213023.7046,220
2022-10-01,3795,Industrial,122231.13939999999,7
2022-10-01,3795,Residential,270575.7777,474
2022-10-01,3796,Commercial,372891.2458,263
2022-10-01,3796,Industrial,189297.168,4
2022-10-01,3796,Residential,1468770.223,3584
2022-10-01,3797,Commercial,264832.1804,214
2022-10-01,3797,Industrial,296712.56,8
2022-10-01,3797,Residential,707487.6009,1543
2022-10-01,3799,Commercial,313171.442,279
2022-10-01,3799,Industrial,26215.847,3
2022-10-01,3799,Residential,1306698.3521,2957
2022-10-01,3802,Commercial,22961.3063,9
2022-10-01,3802,Residential,19726.329,32
2022-10-01,3803,Commercial,725935.9225,499
2022-10-01,3803,Industrial,2153086.875,21
2022-10-01,3803,Residential,641661.2279,2177
2022-10-01,3804,Commercial,273910.169,140
2022-10-01,3804,Industrial,166275.0864,5
2022-10-01,3804,Residential,1543947.752,2522
2022-10-01,3805,Commercial,1416826.5134,876
2022-10-01,3805,Industrial,4850749.2532,85
2022-10-01,3805,Residential,6285837.63869,19171
2022-10-01,3806,Commercial,2019175.6842,921
2022-10-01,3806,Industrial,3516207.2459,57
2022-10-01,3806,Residential,6625060.9312,19111
2022-10-01,3807,Commercial,465929.9204,271
2022-10-01,3807,Industrial,441484.449,6
2022-10-01,3807,Residential,1228051.7772,2734
2022-10-01,3808,Commercial,124895.7796,76
2022-10-01,3808,Industrial,13254.489,1
2022-10-01,3808,Residential,841892.6824,1038
2022-10-01,3809,Commercial,527843.2571,282
2022-10-01,3809,Industrial,1359638.981,34
2022-10-01,3809,Residential,2271963.8158,7923
2022-10-01,3810,Commercial,3483358.9477,2326
2022-10-01,3810,Industrial,5697435.0525,85
2022-10-01,3810,Residential,6649727.5058,20558
2022-10-01,3812,Commercial,188266.518,148
2022-10-01,3812,Industrial,993671.8814,8
2022-10-01,3812,Residential,593344.6216,898
2022-10-01,3813,Commercial,116767.1563,84
2022-10-01,3813,Industrial,1128521.554,8
2022-10-01,3813,Residential,252525.4938,361
2022-10-01,3814,Commercial,212197.5284,192
2022-10-01,3814,Industrial,16584.59,2
2022-10-01,3814,Residential,512155.349,1009
2022-10-01,3815,Commercial,287954.9622,206
2022-10-01,3815,Industrial,57957.85799999999,2
2022-10-01,3815,Residential,698249.6702,1411
2022-10-01,3816,Commercial,405012.8467,220
2022-10-01,3816,Industrial,1375112.491,10
2022-10-01,3816,Residential,576428.6982,1321
2022-10-01,3818,Commercial,1179208.7876,718
2022-10-01,3818,Industrial,1419759.2785,26
2022-10-01,3818,Residential,2719789.2857,7472
2022-10-01,3820,Commercial,1759841.5051,1188
2022-10-01,3820,Industrial,2245641.7288,40
2022-10-01,3820,Residential,3023853.4772,8810
2022-10-01,3821,Commercial,370415.332,360
2022-10-01,3821,Industrial,103491.5809,5
2022-10-01,3821,Residential,760361.6676,1222
2022-10-01,3822,Commercial,140722.6918,110
2022-10-01,3822,Industrial,3476518.304,3
2022-10-01,3822,Residential,218438.4325,374
2022-10-01,3823,Commercial,190033.3548,204
2022-10-01,3823,Industrial,107817.52799999999,5
2022-10-01,3823,Residential,410527.9967,1013
2022-10-01,3824,Commercial,442260.6004,412
2022-10-01,3824,Industrial,451857.985,7
2022-10-01,3824,Residential,957487.3266,2325
2022-10-01,3825,Commercial,1708794.6199999999,1033
2022-10-01,3825,Industrial,2134563.7632999998,37
2022-10-01,3825,Residential,4085956.3599,10338
2022-10-01,3831,Commercial,222882.5753,148
2022-10-01,3831,Industrial,39012.736000000004,2
2022-10-01,3831,Residential,472060.8875,882
2022-10-01,3832,Commercial,57990.8294,57
2022-10-01,3832,Residential,69372.478,136
2022-10-01,3833,Commercial,34744.9134,45
2022-10-01,3833,Industrial,82895.45199999999,2
2022-10-01,3833,Residential,85700.405,233
2022-10-01,3835,Commercial,110181.8467,138
2022-10-01,3835,Residential,137263.2589,219
2022-10-01,3840,Commercial,1917605.8964,1367
2022-10-01,3840,Industrial,25971253.0459,67
2022-10-01,3840,Residential,3104661.7063,8279
2022-10-01,3842,Commercial,189625.7953,133
2022-10-01,3842,Industrial,343130.4452,10
2022-10-01,3842,Residential,844223.33,2286
2022-10-01,3844,Commercial,2639336.818,1599
2022-10-01,3844,Industrial,3535098.9054,65
2022-10-01,3844,Residential,4925088.2912,13815
2022-10-01,3847,Commercial,444633.7767,283
2022-10-01,3847,Industrial,261825.3856,6
2022-10-01,3847,Residential,476676.1136,1012
2022-10-01,3850,Commercial,1553730.7105999999,1080
2022-10-01,3850,Industrial,1278578.5299,33
2022-10-01,3850,Residential,2304244.8535,7392
2022-10-01,3851,Commercial,813930.485,691
2022-10-01,3851,Industrial,789528.7746,21
2022-10-01,3851,Residential,1499928.1416,4653
2022-10-01,3852,Commercial,810.2,1
2022-10-01,3852,Industrial,820729.6,1
2022-10-01,3852,Residential,3271.3089999999997,8
2022-10-01,3854,Commercial,106600.9184,108
2022-10-01,3854,Residential,346308.1438,585
2022-10-01,3856,Commercial,50829.8417,26
2022-10-01,3856,Industrial,147584.0879,4
2022-10-01,3856,Residential,245238.293,418
2022-10-01,3857,Commercial,48376.4437,70
2022-10-01,3857,Residential,83728.291,144
2022-10-01,3858,Commercial,651846.5187,432
2022-10-01,3858,Industrial,792919.3369999999,17
2022-10-01,3858,Residential,762214.994,1462
2022-10-01,3859,Commercial,517705.8822,231
2022-10-01,3859,Industrial,41847.833999999995,4
2022-10-01,3859,Residential,230858.2908,337
2022-10-01,3860,Commercial,1099203.3313,637
2022-10-01,3860,Industrial,1829404.322,16
2022-10-01,3860,Residential,1350247.8706,3571
2022-10-01,3862,Commercial,248897.7322,283
2022-10-01,3862,Industrial,59277.95599999999,3
2022-10-01,3862,Residential,789422.3185,1621
2022-10-01,3864,Commercial,36063.0337,40
2022-10-01,3864,Residential,49669.4582,101
2022-10-01,3865,Commercial,71146.5131,66
2022-10-01,3865,Industrial,173638.16580000002,4
2022-10-01,3865,Residential,116579.0471,218
2022-10-01,3869,Commercial,93432.6587,96
2022-10-01,3869,Residential,427346.6572,809
2022-10-01,3870,Commercial,60935.3287,85
2022-10-01,3870,Residential,316901.6795,619
2022-10-01,3871,Commercial,247054.6042,262
2022-10-01,3871,Industrial,64024.764,4
2022-10-01,3871,Residential,740050.7124,1360
2022-10-01,3873,Commercial,45545.8637,36
2022-10-01,3873,Residential,75203.513,146
2022-10-01,3874,Commercial,106683.4003,111
2022-10-01,3874,Residential,161507.7394,420
2022-10-01,3875,Commercial,1910634.1325,1654
2022-10-01,3875,Industrial,4056059.5823999997,50
2022-10-01,3875,Residential,4002014.1611,9268
2022-10-01,3878,Commercial,42930.9942,26
2022-10-01,3878,Residential,265979.7544,739
2022-10-01,3880,Commercial,204038.73679999998,167
2022-10-01,3880,Industrial,111960.16,2
2022-10-01,3880,Residential,903577.4938,2807
2022-10-01,3882,Commercial,39405.0947,36
2022-10-01,3882,Residential,299631.4054,577
2022-10-01,3885,Commercial,139436.1499,185
2022-10-01,3885,Industrial,50961.26,1
2022-10-01,3885,Residential,391075.9518,905
2022-10-01,3886,Commercial,81670.3621,38
2022-10-01,3886,Residential,87889.516,174
2022-10-01,3887,Commercial,34472.5427,46
2022-10-01,3887,Industrial,12000.774,1
2022-10-01,3887,Residential,63621.757,143
2022-10-01,3888,Commercial,502759.2171,383
2022-10-01,3888,Industrial,204959.728,5
2022-10-01,3888,Residential,864895.0965,2032
2022-10-01,3889,Commercial,59137.1344,56
2022-10-01,3889,Residential,51541.075,151
2022-10-01,3890,Commercial,89673.4264,79
2022-10-01,3890,Residential,63937.527,193
2022-10-01,3891,Commercial,22567.312700000002,21
2022-10-01,3891,Residential,13016.3775,55
2022-10-01,3892,Commercial,166000.1575,124
2022-10-01,3892,Industrial,25586.008,2
2022-10-01,3892,Residential,271521.2965,888
2022-10-01,3893,Commercial,4189.731,11
2022-10-01,3893,Residential,4579.839,13
2022-10-01,3895,Commercial,10344.7097,39
2022-10-01,3895,Residential,44982.9397,123
2022-10-01,3896,Commercial,65440.818699999996,60
2022-10-01,3896,Industrial,108130.07,1
2022-10-01,3896,Residential,80555.631,206
2022-10-01,3898,Commercial,166315.30419999998,164
2022-10-01,3898,Industrial,13463.25,2
2022-10-01,3898,Residential,343374.0273,694
2022-10-01,3900,Commercial,18944.6345,48
2022-10-01,3900,Residential,45276.176,111
2022-10-01,3902,Commercial,38392.0663,25
2022-10-01,3902,Residential,83481.585,174
2022-10-01,3903,Commercial,78289.9377,45
2022-10-01,3903,Industrial,12838.16,1
2022-10-01,3903,Residential,174701.1128,375
2022-10-01,3904,Commercial,116193.1709,118
2022-10-01,3904,Industrial,13009.504,1
2022-10-01,3904,Residential,512593.397,1353
2022-10-01,3909,Commercial,849565.8069,625
2022-10-01,3909,Industrial,574766.487,16
2022-10-01,3909,Residential,2091209.7862,5004
2022-10-01,3912,Commercial,11520.244,12
2022-10-01,3912,Industrial,164989.32,1
2022-10-01,3912,Residential,19761.945,27
2022-10-01,3922,Commercial,1087586.7057,638
2022-10-01,3922,Industrial,543778.7579999999,11
2022-10-01,3922,Residential,3385622.6157,10349
2022-10-01,3923,Commercial,110826.8719,43
2022-10-01,3923,Industrial,3588.51,1
2022-10-01,3923,Residential,226032.2803,622
2022-10-01,3925,Commercial,327365.699,239
2022-10-01,3925,Industrial,193056.82700000002,7
2022-10-01,3925,Residential,1162683.8599,3362
2022-10-01,3945,Commercial,203519.4583,160
2022-10-01,3945,Residential,277295.4031,504
2022-10-01,3946,Commercial,50729.342000000004,48
2022-10-01,3946,Residential,84233.688,161
2022-10-01,3950,Commercial,419002.506,365
2022-10-01,3950,Industrial,1918290.838,6
2022-10-01,3950,Residential,1135953.7998,2434
2022-10-01,3951,Commercial,157145.0927,156
2022-10-01,3951,Residential,253919.7219,442
2022-10-01,3953,Commercial,1308370.5196,955
2022-10-01,3953,Industrial,4023922.3617,22
2022-10-01,3953,Residential,1807822.3136,3770
2022-10-01,3954,Commercial,45215.3517,37
2022-10-01,3954,Residential,103174.9091,175
2022-10-01,3956,Commercial,507251.2949,419
2022-10-01,3956,Industrial,126936.7291,5
2022-10-01,3956,Residential,971159.9299,3150
2022-10-01,3957,Commercial,92377.279,48
2022-10-01,3957,Industrial,28708.832,1
2022-10-01,3957,Residential,71059.4049,138
2022-10-01,3958,Commercial,64304.2647,56
2022-10-01,3958,Residential,81322.02620000001,143
2022-10-01,3959,Commercial,296837.4373,172
2022-10-01,3959,Industrial,29353.843999999997,2
2022-10-01,3959,Residential,424998.0947,1321
2022-10-01,3960,Commercial,603401.9036,329
2022-10-01,3960,Industrial,121955.712,4
2022-10-01,3960,Residential,711696.7678,1569
2022-10-01,3962,Commercial,260734.4882,164
2022-10-01,3962,Industrial,130684.69,1
2022-10-01,3962,Residential,244645.5013,570
2022-10-01,3964,Commercial,1630.9337,12
2022-10-01,3964,Residential,44789.890999999996,98
2022-10-01,3965,Commercial,16211.4977,32
2022-10-01,3965,Residential,83039.048,258
2022-10-01,3966,Commercial,161978.4702,124
2022-10-01,3966,Residential,142847.154,296
2022-10-01,3967,Commercial,69467.32579999999,43
2022-10-01,3967,Industrial,30525.68,1
2022-10-01,3967,Residential,32078.882999999998,68
2022-10-01,3971,Commercial,806440.8967,617
2022-10-01,3971,Industrial,472908.048,8
2022-10-01,3971,Residential,1102178.3534,2356
2022-10-01,3975,Commercial,527756.4169,212
2022-10-01,3975,Industrial,923061.768,16
2022-10-01,3975,Residential,1629225.0826,5372
2022-10-01,3976,Commercial,499512.1044,303
2022-10-01,3976,Industrial,493174.378,12
2022-10-01,3976,Residential,2460798.6857,8649
2022-10-01,3977,Commercial,3249012.7595,1928
2022-10-01,3977,Industrial,6009812.7655,123
2022-10-01,3977,Residential,10256186.3037,33698
2022-10-01,3978,Commercial,803796.1865,592
2022-10-01,3978,Industrial,1545353.684,27
2022-10-01,3978,Residential,4458838.2071,17392
2022-10-01,3979,Commercial,80080.25,56
2022-10-01,3979,Industrial,148438.64,2
2022-10-01,3979,Residential,87915.1645,156
2022-10-01,3980,Commercial,199289.6877,166
2022-10-01,3980,Industrial,134827.6642,5
2022-10-01,3980,Residential,794192.2306,1342
2022-10-01,3981,Commercial,674788.6568,474
2022-10-01,3981,Industrial,678223.95,15
2022-10-01,3981,Residential,1158300.1574,2155
2022-10-01,3984,Commercial,444007.0189,380
2022-10-01,3984,Industrial,1261334.0505,18
2022-10-01,3984,Residential,1664330.2967,4224
2022-10-01,3987,Commercial,135676.8037,89
2022-10-01,3987,Industrial,835568.37,8
2022-10-01,3987,Residential,395371.4776,591
2022-10-01,3988,Commercial,232530.5575,163
2022-10-01,3988,Industrial,662892.8099999999,2
2022-10-01,3988,Residential,284472.0773,469
2022-10-01,3990,Commercial,25657.525999999998,20
2022-10-01,3990,Industrial,9586.352,1
2022-10-01,3990,Residential,23877.079,49
2022-10-01,3991,Commercial,41064.3687,59
2022-10-01,3991,Industrial,60892.758,2
2022-10-01,3991,Residential,112780.5039,207
2022-10-01,3992,Commercial,100294.4431,91
2022-10-01,3992,Residential,310347.4738,654
2022-10-01,3995,Commercial,1031935.3972,726
2022-10-01,3995,Industrial,1052202.2076,27
2022-10-01,3995,Residential,2606214.6084,6723
2022-10-01,3996,Commercial,425009.867,302
2022-10-01,3996,Industrial,220959.538,5
2022-10-01,3996,Residential,1628012.2266,4845
2022-11-01,2646,Commercial,3.098,1
2022-11-01,3023,Commercial,276.912,1
2022-11-01,3064,Commercial,386379.3506,93
2022-11-01,3064,Industrial,1335420.933,19
2022-11-01,3064,Residential,1023420.9655,4980
2022-11-01,3073,Commercial,35.422,3
2022-11-01,3074,Commercial,3373109.6782,2454
2022-11-01,3074,Industrial,6825117.4009,85
2022-11-01,3074,Residential,2236425.5351,8271
2022-11-01,3075,Commercial,428388.0528,320
2022-11-01,3075,Industrial,355097.178,8
2022-11-01,3075,Residential,2417757.1958,8711
2022-11-01,3076,Commercial,2803891.5571,1774
2022-11-01,3076,Industrial,12089372.7285,130
2022-11-01,3076,Residential,3431863.0837,12122
2022-11-01,3082,Commercial,562193.1549,410
2022-11-01,3082,Industrial,2827084.489,39
2022-11-01,3082,Residential,3223473.7652,10675
2022-11-01,3083,Commercial,1238737.6624,969
2022-11-01,3083,Industrial,2668725.7321,57
2022-11-01,3083,Residential,3272060.9653,10333
2022-11-01,3085,Commercial,36942.8153,22
2022-11-01,3085,Industrial,90079.75200000001,3
2022-11-01,3085,Residential,343625.9668,1018
2022-11-01,3087,Commercial,275660.0342,187
2022-11-01,3087,Industrial,144485.35,4
2022-11-01,3087,Residential,1145269.7908,3825
2022-11-01,3088,Commercial,1139008.5885,686
2022-11-01,3088,Industrial,2672419.6325,39
2022-11-01,3088,Residential,3491004.5139,10971
2022-11-01,3089,Commercial,402070.5483,245
2022-11-01,3089,Industrial,316009.99199999997,10
2022-11-01,3089,Residential,1695543.0109,4511
2022-11-01,3090,Commercial,86605.9821,77
2022-11-01,3090,Industrial,139576.766,3
2022-11-01,3090,Residential,548111.7983,829
2022-11-01,3091,Commercial,146986.8765,73
2022-11-01,3091,Industrial,11222.64,1
2022-11-01,3091,Residential,462643.9526,527
2022-11-01,3093,Commercial,194158.2014,94
2022-11-01,3093,Industrial,178644.73599999998,6
2022-11-01,3093,Residential,716864.0261,1661
2022-11-01,3094,Commercial,182642.5059,178
2022-11-01,3094,Industrial,137422.193,5
2022-11-01,3094,Residential,1212573.3787,3820
2022-11-01,3095,Commercial,1221232.2158000001,894
2022-11-01,3095,Industrial,1103872.067,24
2022-11-01,3095,Residential,4163512.4878,10440
2022-11-01,3096,Commercial,21866.3153,22
2022-11-01,3096,Industrial,47049.2,2
2022-11-01,3096,Residential,296291.978,643
2022-11-01,3097,Commercial,67707.7889,46
2022-11-01,3097,Industrial,15079.088,1
2022-11-01,3097,Residential,369203.0727,523
2022-11-01,3099,Commercial,201150.6912,184
2022-11-01,3099,Industrial,175315.0668,1
2022-11-01,3099,Residential,945181.4092999999,1864
2022-11-01,3106,Commercial,64.9111,2
2022-11-01,3106,Residential,29784.03,50
2022-11-01,3111,Commercial,96934.0174,17
2022-11-01,3111,Industrial,37914.96,1
2022-11-01,3111,Residential,278981.9452,489
2022-11-01,3113,Commercial,357926.8269,218
2022-11-01,3113,Industrial,57332.104,2
2022-11-01,3113,Residential,1560070.7511,3006
2022-11-01,3114,Commercial,73141.8669,68
2022-11-01,3114,Residential,797288.595,1252
2022-11-01,3115,Commercial,111535.8617,66
2022-11-01,3115,Residential,757084.9565,1296
2022-11-01,3116,Commercial,412915.6967,250
2022-11-01,3116,Industrial,1886599.152,35
2022-11-01,3116,Residential,1581358.2289,4483
2022-11-01,3132,Residential,5080.7198,17
2022-11-01,3133,Commercial,900.0931999999999,3
2022-11-01,3133,Residential,49372.618,159
2022-11-01,3134,Commercial,2270668.9801,1642
2022-11-01,3134,Industrial,9154207.545,84
