the_month,POA_CODE21,class,kwh,nmi_count
2023-04-01,3159,Commercial,29025.7742,65
2023-04-01,3159,Residential,455176.8529,930
2023-04-01,3160,Commercial,359863.3357,301
2023-04-01,3160,Industrial,210414.2076,7
2023-04-01,3160,Residential,1427897.6164,3464
2023-04-01,3175,Commercial,215980.6328,82
2023-04-01,3175,Industrial,616680.196,12
2023-04-01,3175,Residential,398.711,1
2023-04-01,3178,Commercial,761641.1638,492
2023-04-01,3178,Industrial,1503098.4880000001,31
2023-04-01,3178,Residential,2430321.3666,7081
2023-04-01,3179,Commercial,37646.7341,30
2023-04-01,3179,Industrial,33410.432,2
2023-04-01,3179,Residential,216331.1724,729
2023-04-01,3180,Commercial,824939.6503,629
2023-04-01,3180,Industrial,3232867.3594,44
2023-04-01,3180,Residential,922705.4394,3067
2023-04-01,3434,Commercial,74.161,1
2023-04-01,3522,Residential,5412.746999999999,8
2023-04-01,3607,Commercial,19609.9263,23
2023-04-01,3607,Industrial,255809.72199999998,5
2023-04-01,3607,Residential,30313.857,63
2023-04-01,3608,Commercial,442368.0756,287
2023-04-01,3608,Industrial,315488.705,12
2023-04-01,3608,Residential,605257.7724,1461
2023-04-01,3610,Commercial,4186.222,1
2023-04-01,3612,Commercial,12799.699,1
2023-04-01,3612,Residential,10337.953,20
2023-04-01,3646,Commercial,980.2850000000001,2
2023-04-01,3646,Residential,1083.065,5
2023-04-01,3658,Commercial,330519.1129,258
2023-04-01,3658,Industrial,714001.0536999999,8
2023-04-01,3658,Residential,1115555.1159,2661
2023-04-01,3659,Commercial,48473.2788,72
2023-04-01,3659,Industrial,1441.632,1
2023-04-01,3659,Residential,169642.2586,328
2023-04-01,3660,Commercial,776272.9831,628
2023-04-01,3660,Industrial,1105849.1223,27
2023-04-01,3660,Residential,1354666.963,3812
2023-04-01,3662,Commercial,6542.811900000001,12
2023-04-01,3662,Industrial,900458.21,3
2023-04-01,3662,Residential,99112.454,275
2023-04-01,3663,Commercial,46658.077900000004,46
2023-04-01,3663,Residential,51897.4156,93
2023-04-01,3664,Commercial,154097.5518,126
2023-04-01,3664,Industrial,18768.192,1
2023-04-01,3664,Residential,278272.0222,615
2023-04-01,3665,Commercial,38741.3023,58
2023-04-01,3665,Residential,91429.3483,192
2023-04-01,3666,Commercial,509073.512,569
2023-04-01,3666,Industrial,377024.1324,12
2023-04-01,3666,Residential,907846.1875,2545
2023-04-01,3669,Commercial,95124.9137,197
2023-04-01,3669,Industrial,18210.868,1
2023-04-01,3669,Residential,290672.42,685
2023-04-01,3670,Commercial,15687.9028,54
2023-04-01,3670,Residential,142417.771,283
2023-04-01,3672,Commercial,750104.5029,761
2023-04-01,3672,Industrial,3739858.812,29
2023-04-01,3672,Residential,1754113.5263,5514
2023-04-01,3673,Commercial,281851.6243,241
2023-04-01,3673,Industrial,19674.97,1
2023-04-01,3673,Residential,414202.5001,809
2023-04-01,3675,Commercial,195279.17309999999,214
2023-04-01,3675,Residential,404964.1118,823
2023-04-01,3677,Commercial,1777224.5191,1339
2023-04-01,3677,Industrial,2265648.5634,52
2023-04-01,3677,Residential,2619133.1512,9227
2023-04-01,3678,Commercial,694373.4251,729
2023-04-01,3678,Industrial,5186782.786,17
2023-04-01,3678,Residential,1535281.8185,2879
2023-04-01,3682,Commercial,89727.259,80
2023-04-01,3682,Residential,135182.1001,258
2023-04-01,3683,Commercial,114336.9468,135
2023-04-01,3683,Residential,321196.0157,812
2023-04-01,3685,Commercial,405782.1809,280
2023-04-01,3685,Industrial,35059.873999999996,2
2023-04-01,3685,Residential,561028.2708,1434
2023-04-01,3687,Commercial,97205.7624,65
2023-04-01,3687,Industrial,1187856.4287,3
2023-04-01,3687,Residential,196183.9791,528
2023-04-01,3688,Commercial,45439.568999999996,80
2023-04-01,3688,Industrial,235908.374,2
2023-04-01,3688,Residential,280608.6768,538
2023-04-01,3690,Commercial,2300831.1271,1635
2023-04-01,3690,Industrial,8872413.9072,92
2023-04-01,3690,Residential,4656892.699,15873
2023-04-01,3691,Commercial,643974.8715,633
2023-04-01,3691,Industrial,3940474.526,25
2023-04-01,3691,Residential,2007204.358,4919
2023-04-01,3695,Commercial,19038.137,56
2023-04-01,3695,Residential,97399.006,191
2023-04-01,3697,Commercial,35343.0953,54
2023-04-01,3697,Industrial,7712.808,1
2023-04-01,3697,Residential,145220.833,307
2023-04-01,3698,Commercial,102757.4423,55
2023-04-01,3698,Residential,263931.017,608
2023-04-01,3699,Commercial,498999.7163,330
2023-04-01,3699,Industrial,115603.196,6
2023-04-01,3699,Residential,360047.4754,1086
2023-04-01,3700,Commercial,167282.7713,154
2023-04-01,3700,Industrial,152582.456,4
2023-04-01,3700,Residential,286080.2407,651
2023-04-01,3701,Commercial,229851.3144,281
2023-04-01,3701,Industrial,16934.25,1
2023-04-01,3701,Residential,287421.0871,695
2023-04-01,3704,Commercial,4121.7339999999995,4
2023-04-01,3704,Residential,8033.66,13
2023-04-01,3705,Commercial,41595.4939,41
2023-04-01,3705,Residential,62034.202,126
2023-04-01,3707,Commercial,293082.3467,269
2023-04-01,3707,Industrial,74238.632,3
2023-04-01,3707,Residential,449520.0635,952
2023-04-01,3708,Commercial,11373.099999999999,22
2023-04-01,3708,Residential,14880.052,36
2023-04-01,3709,Commercial,89530.0639,62
2023-04-01,3709,Residential,67231.226,156
2023-04-01,3711,Commercial,40067.85,41
2023-04-01,3711,Residential,169765.3387,376
2023-04-01,3712,Commercial,120020.9789,48
2023-04-01,3712,Industrial,217377.314,5
2023-04-01,3712,Residential,105096.643,213
2023-04-01,3713,Commercial,260580.7024,118
2023-04-01,3713,Industrial,61476.057,4
2023-04-01,3713,Residential,319024.14,875
2023-04-01,3714,Commercial,388739.9941,417
2023-04-01,3714,Industrial,147872.694,6
2023-04-01,3714,Residential,970675.9004,2009
2023-04-01,3715,Commercial,20002.9508,53
2023-04-01,3715,Residential,102561.0047,242
2023-04-01,3717,Commercial,315272.5112,378
2023-04-01,3717,Industrial,190379.21060000002,5
2023-04-01,3717,Residential,905268.8872,1897
2023-04-01,3718,Commercial,21085.6399,29
2023-04-01,3718,Residential,29603.628,55
2023-04-01,3719,Commercial,59062.8009,75
2023-04-01,3719,Residential,119614.735,249
2023-04-01,3720,Commercial,99815.0648,64
2023-04-01,3720,Industrial,16958.268,1
2023-04-01,3720,Residential,246766.5851,723
2023-04-01,3722,Commercial,690186.9177,541
2023-04-01,3722,Industrial,251581.53999999998,7
2023-04-01,3722,Residential,1498093.6047,3040
2023-04-01,3723,Commercial,715531.9042,555
2023-04-01,3723,Industrial,432620.2393,18
2023-04-01,3723,Residential,1156647.1962,3125
2023-04-01,3725,Commercial,25493.5359,69
2023-04-01,3725,Residential,123263.835,246
2023-04-01,3726,Commercial,20235.911,64
2023-04-01,3726,Residential,86938.248,194
2023-04-01,3727,Commercial,9865.735700000001,43
2023-04-01,3727,Residential,62360.703,134
2023-04-01,3728,Commercial,4437.095,8
2023-04-01,3728,Residential,6331.599,13
2023-04-01,3730,Commercial,72.313,5
2023-04-01,3730,Residential,7028.424,11
2023-04-01,3732,Commercial,85020.9468,116
2023-04-01,3732,Residential,144440.788,278
2023-04-01,3733,Commercial,107259.579,61
2023-04-01,3733,Residential,64692.4041,123
2023-04-01,3735,Commercial,69079.41990000001,107
2023-04-01,3735,Industrial,68996.56,2
2023-04-01,3735,Residential,186850.66,330
2023-04-01,3737,Commercial,545700.5261,540
2023-04-01,3737,Industrial,834021.748,7
2023-04-01,3737,Residential,1181850.4042,2265
2023-04-01,3738,Commercial,55317.284999999996,40
2023-04-01,3738,Industrial,8085.744,1
2023-04-01,3738,Residential,52292.1151,98
2023-04-01,3739,Commercial,113985.10759999999,45
2023-04-01,3739,Industrial,95083.392,1
2023-04-01,3739,Residential,65036.237,105
2023-04-01,3740,Commercial,181014.83669999999,85
2023-04-01,3740,Residential,312157.476,597
2023-04-01,3741,Commercial,1043210.4538,559
2023-04-01,3741,Industrial,271057.724,8
2023-04-01,3741,Residential,1175783.9133,2628
2023-04-01,3744,Commercial,24419.8028,27
2023-04-01,3744,Industrial,54163.81,1
2023-04-01,3744,Residential,154118.4265,277
2023-04-01,3746,Commercial,11652.4909,23
2023-04-01,3746,Residential,79823.2224,177
2023-04-01,3747,Commercial,565245.042,396
2023-04-01,3747,Industrial,259320.522,10
2023-04-01,3747,Residential,1153914.0807,2373
2023-04-01,3749,Commercial,135169.02300000002,142
2023-04-01,3749,Industrial,31037.48,1
2023-04-01,3749,Residential,400273.292,886
2023-04-01,3750,Commercial,230112.5546,131
2023-04-01,3750,Industrial,945011.5004,17
2023-04-01,3750,Residential,2449448.2586,9366
2023-04-01,3751,Commercial,5333.275,11
2023-04-01,3751,Industrial,12790.784,1
2023-04-01,3751,Residential,44795.696,75
2023-04-01,3752,Commercial,1132772.2852999999,349
2023-04-01,3752,Industrial,1265346.02,23
2023-04-01,3752,Residential,2774257.2354,8671
2023-04-01,3753,Commercial,129014.3071,62
2023-04-01,3753,Industrial,46429.727999999996,2
2023-04-01,3753,Residential,735549.174,2359
2023-04-01,3754,Commercial,787077.6896,458
2023-04-01,3754,Industrial,2241726.7539999997,31
2023-04-01,3754,Residential,5723030.7176,17975
2023-04-01,3755,Commercial,14327.4513,24
2023-04-01,3755,Industrial,55725.39599999999,3
2023-04-01,3755,Residential,65805.8379,109
2023-04-01,3756,Commercial,454999.6779,315
2023-04-01,3756,Industrial,820702.408,24
2023-04-01,3756,Residential,2221192.5668,6321
2023-04-01,3757,Commercial,551815.3754,397
2023-04-01,3757,Industrial,480304.4794,10
2023-04-01,3757,Residential,1888023.3162,3706
2023-04-01,3758,Commercial,78540.5144,87
2023-04-01,3758,Industrial,53109.687999999995,3
2023-04-01,3758,Residential,490051.61,800
2023-04-01,3759,Commercial,21349.6915,32
2023-04-01,3759,Industrial,16404.995,1
2023-04-01,3759,Residential,277894.8493,388
2023-04-01,3760,Commercial,18463.041,4
2023-04-01,3760,Residential,87714.378,136
2023-04-01,3761,Commercial,36892.9018,28
2023-04-01,3761,Residential,302817.1706,462
2023-04-01,3762,Commercial,1358.632,6
2023-04-01,3762,Residential,38756.943,56
2023-04-01,3763,Commercial,59831.655399999996,65
2023-04-01,3763,Industrial,14898.248,1
2023-04-01,3763,Residential,447211.272,733
2023-04-01,3764,Commercial,550774.0515000001,435
2023-04-01,3764,Industrial,939386.2220000001,23
2023-04-01,3764,Residential,1581013.1742,4139
2023-04-01,3765,Commercial,198922.0331,163
2023-04-01,3765,Industrial,426622.091,6
2023-04-01,3765,Residential,999474.3813,2432
2023-04-01,3766,Commercial,16538.4706,28
2023-04-01,3766,Industrial,124611.3437,2
2023-04-01,3766,Residential,234704.6635,562
2023-04-01,3767,Commercial,80941.0396,37
2023-04-01,3767,Industrial,303304.47400000005,3
2023-04-01,3767,Residential,257089.4997,558
2023-04-01,3770,Commercial,553067.4847,290
2023-04-01,3770,Industrial,606592.361,17
2023-04-01,3770,Residential,671413.4593,1241
2023-04-01,3775,Commercial,351227.2684,302
2023-04-01,3775,Industrial,2927258.2613999997,10
2023-04-01,3775,Residential,808817.805,1667
2023-04-01,3777,Commercial,780053.3236,568
2023-04-01,3777,Industrial,891371.8021,20
2023-04-01,3777,Residential,1921962.998,4749
2023-04-01,3778,Commercial,37415.5209,32
2023-04-01,3778,Residential,64180.6033,133
2023-04-01,3779,Commercial,192345.4732,76
2023-04-01,3779,Industrial,63255.69,1
2023-04-01,3779,Residential,151386.9225,403
2023-04-01,3781,Commercial,109732.8841,118
2023-04-01,3781,Industrial,54667.23,1
2023-04-01,3781,Residential,789201.3957,1703
2023-04-01,3782,Commercial,355411.7185,257
2023-04-01,3782,Industrial,253287.09399999998,7
2023-04-01,3782,Residential,1433181.591,2981
2023-04-01,3783,Commercial,134669.7905,152
2023-04-01,3783,Industrial,27919.35,1
2023-04-01,3783,Residential,503968.8262,958
2023-04-01,3785,Commercial,11031.5451,10
2023-04-01,3785,Residential,10042.992,31
2023-04-01,3786,Commercial,197888.5306,33
2023-04-01,3786,Residential,283092.1195,622
2023-04-01,3787,Commercial,72781.2694,75
2023-04-01,3787,Residential,200254.354,412
2023-04-01,3788,Commercial,168055.3853,140
2023-04-01,3788,Industrial,1826.36,1
2023-04-01,3788,Residential,425398.0606,830
2023-04-01,3789,Commercial,33347.2586,17
2023-04-01,3789,Residential,63433.5529,126
2023-04-01,3791,Commercial,56989.9226,66
2023-04-01,3791,Industrial,59034.0,1
2023-04-01,3791,Residential,266770.7595,611
2023-04-01,3792,Commercial,16416.9835,48
2023-04-01,3792,Industrial,20117.248,2
2023-04-01,3792,Residential,178969.62,393
2023-04-01,3793,Commercial,354112.3751,309
2023-04-01,3793,Industrial,367614.342,13
2023-04-01,3793,Residential,593167.1121,1426
2023-04-01,3795,Commercial,241644.7905,220
2023-04-01,3795,Industrial,124075.3359,7
2023-04-01,3795,Residential,262181.039,474
2023-04-01,3796,Commercial,321608.4035,259
2023-04-01,3796,Industrial,185573.902,4
2023-04-01,3796,Residential,1390398.3953,3567
2023-04-01,3797,Commercial,264904.0407,216
2023-04-01,3797,Industrial,273084.45,8
2023-04-01,3797,Residential,695151.0353,1546
2023-04-01,3799,Commercial,327687.8275,288
2023-04-01,3799,Industrial,26874.742,3
2023-04-01,3799,Residential,1307543.9474,2988
2023-04-01,3802,Commercial,23878.8322,10
2023-04-01,3802,Residential,17706.074,32
2023-04-01,3803,Commercial,621744.0874,501
2023-04-01,3803,Industrial,2147854.925,21
2023-04-01,3803,Residential,621758.319,2183
2023-04-01,3804,Commercial,264794.5763,141
2023-04-01,3804,Industrial,164626.52610000002,5
2023-04-01,3804,Residential,1460820.0325,2530
2023-04-01,3805,Commercial,1352042.1326,879
2023-04-01,3805,Industrial,4677195.114,84
2023-04-01,3805,Residential,6003801.911,19204
2023-04-01,3806,Commercial,2463082.2933,930
2023-04-01,3806,Industrial,3230068.8684,58
2023-04-01,3806,Residential,6382573.1181,19311
2023-04-01,3807,Commercial,439239.5143,279
2023-04-01,3807,Industrial,459739.944,8
2023-04-01,3807,Residential,1156307.8608,2751
2023-04-01,3808,Commercial,109380.3219,76
2023-04-01,3808,Industrial,13556.416,1
2023-04-01,3808,Residential,769272.4879,1042
2023-04-01,3809,Commercial,502481.5055,284
2023-04-01,3809,Industrial,1142681.9343,35
2023-04-01,3809,Residential,2244640.0318,8264
2023-04-01,3810,Commercial,3248368.8069,2363
2023-04-01,3810,Industrial,5365961.7186,88
2023-04-01,3810,Residential,6403796.6174,20681
2023-04-01,3812,Commercial,172975.3222,147
2023-04-01,3812,Industrial,1016431.382,8
2023-04-01,3812,Residential,530422.1242,897
2023-04-01,3813,Commercial,126894.4111,86
2023-04-01,3813,Industrial,1107274.126,10
2023-04-01,3813,Residential,230382.0293,366
2023-04-01,3814,Commercial,202993.3302,190
2023-04-01,3814,Industrial,37339.979999999996,2
2023-04-01,3814,Residential,484465.6582,1020
2023-04-01,3815,Commercial,281695.7267,203
2023-04-01,3815,Industrial,61247.5,2
2023-04-01,3815,Residential,664394.4748,1411
2023-04-01,3816,Commercial,363309.1089,221
2023-04-01,3816,Industrial,697254.035,11
2023-04-01,3816,Residential,549989.9562,1323
2023-04-01,3818,Commercial,1072055.5081,729
2023-04-01,3818,Industrial,1409851.814,26
2023-04-01,3818,Residential,2650731.5752,7580
2023-04-01,3820,Commercial,1625796.9704,1189
2023-04-01,3820,Industrial,2226634.804,40
2023-04-01,3820,Residential,2912103.405,8889
2023-04-01,3821,Commercial,328941.3981,360
2023-04-01,3821,Industrial,134702.2664,5
2023-04-01,3821,Residential,714482.6205,1223
2023-04-01,3822,Commercial,122488.5028,110
2023-04-01,3822,Industrial,2318833.8079999997,3
2023-04-01,3822,Residential,201426.6005,375
2023-04-01,3823,Commercial,173810.4878,205
2023-04-01,3823,Industrial,83977.994,5
2023-04-01,3823,Residential,387280.7825,1017
2023-04-01,3824,Commercial,393138.9439,413
2023-04-01,3824,Industrial,384708.412,7
2023-04-01,3824,Residential,890414.1979,2330
2023-04-01,3825,Commercial,1308060.1713,1031
2023-04-01,3825,Industrial,2001027.8262,37
2023-04-01,3825,Residential,3747849.0805,10389
2023-04-01,3831,Commercial,195416.1355,148
2023-04-01,3831,Industrial,39439.33,2
2023-04-01,3831,Residential,450968.3998,885
2023-04-01,3832,Commercial,52996.7898,58
2023-04-01,3832,Residential,66758.541,137
2023-04-01,3833,Commercial,37097.3958,46
2023-04-01,3833,Industrial,65789.64,2
2023-04-01,3833,Residential,80130.838,233
2023-04-01,3835,Commercial,74370.4559,138
2023-04-01,3835,Industrial,10524.17,1
2023-04-01,3835,Residential,120328.6775,220
2023-04-01,3840,Commercial,1712510.7947,1367
2023-04-01,3840,Industrial,17362727.3562,68
2023-04-01,3840,Residential,2859628.8701,8310
2023-04-01,3842,Commercial,157068.9517,133
2023-04-01,3842,Industrial,306400.8179,11
2023-04-01,3842,Residential,790285.7292,2312
2023-04-01,3844,Commercial,2399308.7606,1603
2023-04-01,3844,Industrial,3397504.7896,66
2023-04-01,3844,Residential,4619691.6029,13877
2023-04-01,3847,Commercial,443965.9779,287
2023-04-01,3847,Industrial,238543.58,6
2023-04-01,3847,Residential,445741.4973,1016
2023-04-01,3850,Commercial,1420978.0667,1084
2023-04-01,3850,Industrial,1235374.779,33
2023-04-01,3850,Residential,2181734.8817,7429
2023-04-01,3851,Commercial,765634.7135,692
2023-04-01,3851,Industrial,764094.574,21
2023-04-01,3851,Residential,1464953.556,4682
2023-04-01,3852,Commercial,513.04,1
2023-04-01,3852,Industrial,755045.6,1
2023-04-01,3852,Residential,3721.663,8
2023-04-01,3854,Commercial,85666.0708,106
2023-04-01,3854,Residential,314956.7091,587
2023-04-01,3856,Commercial,39766.0309,26
2023-04-01,3856,Industrial,156671.104,4
2023-04-01,3856,Residential,219647.3625,419
2023-04-01,3857,Commercial,40088.3779,70
2023-04-01,3857,Residential,75056.9702,145
2023-04-01,3858,Commercial,654114.5166,434
2023-04-01,3858,Industrial,720739.066,17
2023-04-01,3858,Residential,689089.1047,1465
2023-04-01,3859,Commercial,473803.4292,232
2023-04-01,3859,Industrial,36733.154,4
2023-04-01,3859,Residential,207897.228,337
2023-04-01,3860,Commercial,1096078.4752,640
2023-04-01,3860,Industrial,429408.042,17
2023-04-01,3860,Residential,1266160.8851,3586
2023-04-01,3862,Commercial,255176.9013,283
2023-04-01,3862,Industrial,65898.343,3
2023-04-01,3862,Residential,741861.1741,1631
2023-04-01,3864,Commercial,32031.8489,40
2023-04-01,3864,Residential,46622.445,101
2023-04-01,3865,Commercial,97960.9186,66
2023-04-01,3865,Industrial,152034.32,4
2023-04-01,3865,Residential,104957.989,219
2023-04-01,3869,Commercial,82757.2109,96
2023-04-01,3869,Residential,398807.7647,814
2023-04-01,3870,Commercial,50209.1649,86
2023-04-01,3870,Residential,289640.3032,619
2023-04-01,3871,Commercial,229852.2942,263
2023-04-01,3871,Industrial,79597.34,4
2023-04-01,3871,Residential,679955.0854,1364
2023-04-01,3873,Commercial,32420.4599,37
2023-04-01,3873,Residential,71240.2,148
2023-04-01,3874,Commercial,122850.0776,105
2023-04-01,3874,Residential,156698.3365,423
2023-04-01,3875,Commercial,1854397.5316,1663
2023-04-01,3875,Industrial,3814297.7070999998,52
2023-04-01,3875,Residential,3764838.1117,9314
2023-04-01,3878,Commercial,47404.5057,26
2023-04-01,3878,Residential,258184.0415,751
2023-04-01,3880,Commercial,186585.5114,167
2023-04-01,3880,Industrial,122150.65,2
2023-04-01,3880,Residential,872603.0268,2825
2023-04-01,3882,Commercial,40863.999899999995,36
2023-04-01,3882,Residential,292927.4811,583
2023-04-01,3885,Commercial,148631.9904,185
2023-04-01,3885,Industrial,43432.84,1
2023-04-01,3885,Residential,387027.1075,909
2023-04-01,3886,Commercial,118122.0871,37
2023-04-01,3886,Residential,83108.0202,175
2023-04-01,3887,Commercial,46237.8866,46
2023-04-01,3887,Industrial,1288.356,1
2023-04-01,3887,Residential,62633.39,145
2023-04-01,3888,Commercial,473687.7402,378
2023-04-01,3888,Industrial,139025.262,5
2023-04-01,3888,Residential,832824.453,2032
2023-04-01,3889,Commercial,57485.2126,57
2023-04-01,3889,Residential,53257.163,152
2023-04-01,3890,Commercial,85301.9787,79
2023-04-01,3890,Industrial,6304.14,1
2023-04-01,3890,Residential,64606.647300000004,194
2023-04-01,3891,Commercial,23664.460900000002,21
2023-04-01,3891,Residential,13634.2579,56
2023-04-01,3892,Commercial,191545.4681,125
2023-04-01,3892,Industrial,27360.583,2
2023-04-01,3892,Residential,272116.0178,899
2023-04-01,3893,Commercial,4261.718,11
2023-04-01,3893,Residential,5413.486,13
2023-04-01,3895,Commercial,10944.1449,39
2023-04-01,3895,Residential,43169.774,123
2023-04-01,3896,Commercial,70121.1119,60
2023-04-01,3896,Industrial,60186.04,1
2023-04-01,3896,Residential,81124.359,205
2023-04-01,3898,Commercial,168410.2778,165
2023-04-01,3898,Industrial,10940.608,2
2023-04-01,3898,Residential,382661.961,696
2023-04-01,3900,Commercial,19030.120899999998,48
2023-04-01,3900,Residential,47018.617,111
2023-04-01,3902,Commercial,39400.0237,25
2023-04-01,3902,Residential,84344.634,175
2023-04-01,3903,Commercial,43280.0699,45
2023-04-01,3903,Industrial,14185.46,1
2023-04-01,3903,Residential,178685.1062,380
2023-04-01,3904,Commercial,128135.9115,119
2023-04-01,3904,Industrial,14208.304,1
2023-04-01,3904,Residential,526528.786,1364
2023-04-01,3909,Commercial,863816.3757,627
2023-04-01,3909,Industrial,580654.912,16
2023-04-01,3909,Residential,2001629.8276,5021
2023-04-01,3912,Commercial,6829.936,12
2023-04-01,3912,Industrial,170347.32,1
2023-04-01,3912,Residential,18940.679,27
2023-04-01,3922,Commercial,996234.0698,644
2023-04-01,3922,Industrial,666522.922,12
2023-04-01,3922,Residential,3203934.461,10378
2023-04-01,3923,Commercial,82732.9583,43
2023-04-01,3923,Industrial,5447.91,1
2023-04-01,3923,Residential,226178.96,624
2023-04-01,3925,Commercial,331300.1064,239
2023-04-01,3925,Industrial,202702.32799999998,7
2023-04-01,3925,Residential,1116935.3232,3399
2023-04-01,3945,Commercial,178261.6897,160
2023-04-01,3945,Residential,249555.5505,504
2023-04-01,3946,Commercial,41945.527,48
2023-04-01,3946,Residential,82315.973,161
2023-04-01,3950,Commercial,412434.7376,367
2023-04-01,3950,Industrial,1582229.1300000001,6
2023-04-01,3950,Residential,1060640.7887,2447
2023-04-01,3951,Commercial,130030.3829,156
2023-04-01,3951,Residential,235339.9634,446
2023-04-01,3953,Commercial,1118262.4051,958
2023-04-01,3953,Industrial,2617298.3740000003,22
2023-04-01,3953,Residential,1697461.9386,3783
2023-04-01,3954,Commercial,41874.4196,37
2023-04-01,3954,Residential,97134.709,175
2023-04-01,3956,Commercial,448391.7621,423
2023-04-01,3956,Industrial,147928.804,5
2023-04-01,3956,Residential,996107.9491,3167
2023-04-01,3957,Commercial,66483.447,48
2023-04-01,3957,Industrial,25330.944,1
2023-04-01,3957,Residential,65181.411,139
2023-04-01,3958,Commercial,53066.5019,56
2023-04-01,3958,Residential,75301.8889,144
2023-04-01,3959,Commercial,296768.9172,173
2023-04-01,3959,Industrial,31316.68,2
2023-04-01,3959,Residential,432513.0708,1324
2023-04-01,3960,Commercial,536294.4886,330
2023-04-01,3960,Industrial,113694.94399999999,4
2023-04-01,3960,Residential,668303.7478,1578
2023-04-01,3962,Commercial,233514.0446,156
2023-04-01,3962,Industrial,52716.18,1
2023-04-01,3962,Residential,217216.675,566
2023-04-01,3964,Commercial,2075.8177,12
2023-04-01,3964,Residential,41499.7103,99
2023-04-01,3965,Commercial,19887.7619,32
2023-04-01,3965,Residential,77398.769,255
2023-04-01,3966,Commercial,133637.72699999998,124
2023-04-01,3966,Residential,129534.375,296
2023-04-01,3967,Commercial,56494.475900000005,44
2023-04-01,3967,Industrial,20627.13,1
2023-04-01,3967,Residential,32022.636,69
2023-04-01,3971,Commercial,750293.6155,616
2023-04-01,3971,Industrial,392691.37799999997,8
2023-04-01,3971,Residential,983000.9367,2362
2023-04-01,3975,Commercial,519393.5522,218
2023-04-01,3975,Industrial,942633.142,16
2023-04-01,3975,Residential,1564624.1362,5395
2023-04-01,3976,Commercial,470417.9414,307
2023-04-01,3976,Industrial,473738.92,12
2023-04-01,3976,Residential,2291587.7727,8675
2023-04-01,3977,Commercial,3101148.2779,1966
2023-04-01,3977,Industrial,5626962.7193,127
2023-04-01,3977,Residential,9797361.5914,34080
2023-04-01,3978,Commercial,852788.2544,634
2023-04-01,3978,Industrial,1480811.1027,30
2023-04-01,3978,Residential,4520182.9342,18491
2023-04-01,3979,Commercial,72559.869,56
2023-04-01,3979,Industrial,208706.815,2
2023-04-01,3979,Residential,83982.5,157
2023-04-01,3980,Commercial,186309.7963,166
2023-04-01,3980,Industrial,77583.3167,5
2023-04-01,3980,Residential,732428.2739,1343
2023-04-01,3981,Commercial,578673.3056,472
2023-04-01,3981,Industrial,610126.05,15
2023-04-01,3981,Residential,1048477.5394,2162
2023-04-01,3984,Commercial,474488.0794,381
2023-04-01,3984,Industrial,1087958.3,19
2023-04-01,3984,Residential,1598801.5185,4279
2023-04-01,3987,Commercial,136461.7139,89
2023-04-01,3987,Industrial,947900.5425,8
2023-04-01,3987,Residential,362382.9512,591
2023-04-01,3988,Commercial,205810.5079,162
2023-04-01,3988,Industrial,636387.66,2
2023-04-01,3988,Residential,256292.0991,470
2023-04-01,3990,Commercial,27305.53,20
2023-04-01,3990,Industrial,115735.328,1
2023-04-01,3990,Residential,24838.805,49
2023-04-01,3991,Commercial,33418.1139,59
2023-04-01,3991,Industrial,60244.156,2
2023-04-01,3991,Residential,106898.066,207
2023-04-01,3992,Commercial,84083.0729,91
2023-04-01,3992,Residential,288153.4285,662
2023-04-01,3995,Commercial,990400.8728,730
2023-04-01,3995,Industrial,1038322.7496,27
2023-04-01,3995,Residential,2460745.7245,6780
2023-04-01,3996,Commercial,439433.2573,302
2023-04-01,3996,Industrial,232437.448,5
2023-04-01,3996,Residential,1609376.2457,4874
2023-05-01,2646,Commercial,79.533,1
2023-05-01,3023,Commercial,286.1424,1
2023-05-01,3064,Commercial,556094.4154,99
2023-05-01,3064,Industrial,1458690.598,19
2023-05-01,3064,Residential,1824623.3136,5550
2023-05-01,3073,Commercial,44.811099999999996,3
2023-05-01,3074,Commercial,4046066.6741,2498
2023-05-01,3074,Industrial,7086453.0876,85
2023-05-01,3074,Residential,3101356.9813,8307
2023-05-01,3075,Commercial,504428.2986,325
2023-05-01,3075,Industrial,397987.216,9
2023-05-01,3075,Residential,3348525.9982,8784
2023-05-01,3076,Commercial,3381057.5088,1810
2023-05-01,3076,Industrial,12048313.193500001,134
2023-05-01,3076,Residential,4788012.0355,12133
2023-05-01,3082,Commercial,651286.4958,412
2023-05-01,3082,Industrial,2775824.921,39
2023-05-01,3082,Residential,4323077.1313,10690
2023-05-01,3083,Commercial,1421404.2295,971
2023-05-01,3083,Industrial,3709788.9405,57
2023-05-01,3083,Residential,4509654.046,10360
2023-05-01,3085,Commercial,46450.2083,22
2023-05-01,3085,Industrial,80082.912,3
2023-05-01,3085,Residential,475595.0113,1019
2023-05-01,3087,Commercial,332677.3201,188
2023-05-01,3087,Industrial,154746.292,4
2023-05-01,3087,Residential,1567789.0095,3833
2023-05-01,3088,Commercial,1367349.3141,688
2023-05-01,3088,Industrial,3074046.143,41
2023-05-01,3088,Residential,4820607.0002,10986
2023-05-01,3089,Commercial,492963.5581,259
2023-05-01,3089,Industrial,356322.978,10
2023-05-01,3089,Residential,2377578.293,4570
2023-05-01,3090,Commercial,102482.9113,79
2023-05-01,3090,Industrial,171298.408,3
2023-05-01,3090,Residential,761135.3162,839
